t_s,node,x,y,z
0.000,0,2624.915,1046.215,296.081
0.000,1,2071.532,1082.721,373.635
0.000,2,454.378,1201.361,425.182
0.000,3,1544.395,609.186,545.915
0.000,4,1876.898,1884.381,508.595
0.000,5,1339.380,1903.686,325.656
0.000,6,1940.117,1085.531,445.869
0.000,7,1706.023,1544.745,360.455
0.000,8,1461.724,464.163,512.353
0.000,9,430.106,1431.184,158.575
0.000,10,2014.414,107.060,430.829
0.000,11,2786.597,2024.952,454.480
0.000,12,2132.044,1709.992,147.349
0.000,13,2061.416,1623.517,344.674
0.000,14,1093.610,461.394,144.223
0.000,15,1873.233,581.794,313.387
0.000,16,1557.186,99.542,118.822
0.000,17,2356.090,1008.009,175.405
0.000,18,2381.551,785.910,539.899
0.000,19,744.703,1575.204,360.268
0.000,20,847.693,1590.750,322.443
0.000,21,2712.022,2015.386,519.216
0.000,22,302.253,805.499,166.589
0.000,23,1540.244,17.246,188.178
0.000,24,641.164,1978.647,163.624
0.000,25,2053.057,587.914,118.384
0.000,26,2707.343,1832.014,204.204
0.000,27,70.487,199.760,196.191
0.000,28,653.320,1324.570,564.412
0.000,29,211.661,1704.440,474.535
0.000,30,512.000,1972.298,595.541
0.000,31,1959.907,1449.961,488.843
0.000,32,283.132,386.396,524.780
0.000,33,2542.337,269.789,157.782
0.000,34,2608.580,1451.473,473.533
0.000,35,278.865,1791.651,480.515
0.000,36,2270.282,1958.701,354.033
0.000,37,55.496,1421.862,429.327
0.000,38,472.974,1720.539,597.717
0.000,39,2155.188,1150.133,347.666
0.000,40,654.892,592.666,455.309
0.000,41,1561.966,1913.331,400.020
0.000,42,1434.464,419.523,178.894
0.000,43,1214.842,1276.789,253.006
0.000,44,1646.311,1758.979,260.721
0.000,45,463.935,729.110,487.901
0.000,46,2537.444,830.062,513.065
0.000,47,629.098,1651.499,506.670
0.000,48,1925.185,852.606,133.385
0.000,49,1620.719,353.120,133.475
0.000,50,2480.792,245.693,451.257
0.000,51,1126.495,980.669,433.582
0.000,52,654.283,1201.683,219.445
0.000,53,634.441,1736.276,414.583
0.000,54,2496.172,1110.446,428.956
0.000,55,665.340,1159.914,424.588
0.000,56,1671.993,636.441,448.275
0.000,57,2797.509,394.399,237.739
0.000,58,973.933,1113.218,374.608
0.000,59,1665.957,2095.696,512.891
0.000,60,538.799,1245.602,465.984
0.000,61,1438.202,1449.397,525.659
0.000,62,812.234,440.664,263.237
0.000,63,2702.340,1862.863,130.469
0.000,64,142.908,865.615,419.149
0.000,65,1648.974,1704.590,113.949
0.000,66,2762.811,830.272,313.790
0.000,67,817.076,1635.356,330.139
0.000,68,1594.798,502.906,279.469
0.000,69,351.560,990.847,594.953
0.000,70,2724.216,645.121,243.950
0.000,71,827.830,1092.109,224.499
