seed,t,src,dst,dist_m,rssi_level,rssi_slope,rssi_n,beacon_ratio,retry_rate,tx_attempts,trials_probe,fails_probe,trials_cbr,fails_cbr,trials_future,fails_future,pdr_future
4,4.0000,0,2,489.6910,-81.7656,0.3542,3,0.0750,0.8750,8,8,7,0,0,8,7,0.1250
4,4.0000,0,5,580.1706,-80.2673,-1.1502,6,0.1500,0.8571,7,4,4,0,0,4,4,0.0000
4,4.0000,0,7,395.9999,-82.0495,0.1244,12,0.3000,0.8571,7,8,8,0,0,8,8,0.0000
4,4.0000,0,19,643.2506,-84.6688,1.1980,4,0.1000,1.0000,6,6,6,0,0,6,6,0.0000
4,4.0000,0,21,511.2718,-82.7005,-3.7948,5,0.1250,0.8571,7,8,8,0,0,8,8,0.0000
4,4.0000,0,34,624.7557,-83.7512,-0.6443,6,0.1500,1.0000,8,6,6,0,0,6,6,0.0000
4,4.0000,0,36,417.1311,-81.6334,-0.4504,8,0.2000,0.8750,8,8,8,0,0,8,8,0.0000
4,4.0000,0,37,345.6141,-80.9127,0.5041,9,0.2250,0.6667,6,7,5,0,0,7,5,0.2857
4,4.0000,0,38,183.7285,-74.5818,0.1164,34,0.8500,0.0000,4,5,1,0,0,5,1,0.8000
4,4.0000,0,47,509.2188,-83.5621,0.4843,12,0.3000,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,0,49,56.7353,-68.9127,2.6628,35,0.8750,0.3333,6,4,0,0,0,4,0,1.0000
4,4.0000,0,57,453.6638,-79.8989,-0.3143,8,0.2000,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,0,62,609.1147,-83.2036,0.4687,4,0.1000,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,0,64,177.8032,-75.8879,0.3878,29,0.7250,0.2000,5,5,0,0,0,5,0,1.0000
4,4.0000,0,67,476.1773,-82.6464,0.9006,7,0.1750,0.7143,7,7,6,0,0,7,6,0.1429
4,4.0000,0,70,256.7006,-77.8526,-0.0136,25,0.6250,0.3333,6,6,2,0,0,6,2,0.6667
4,4.0000,0,74,643.0408,-84.5408,1.3989,6,0.1500,1.0000,8,2,2,0,0,2,2,0.0000
4,4.0000,0,77,355.0741,-80.8719,0.1842,20,0.5000,1.0000,8,6,3,0,0,6,3,0.5000
4,4.0000,0,80,779.3758,-86.6084,0.0604,4,0.1000,1.0000,2,2,2,0,0,2,2,0.0000
4,4.0000,0,86,269.7185,-79.9181,0.9624,17,0.4250,0.6667,6,4,0,0,0,4,0,1.0000
4,4.0000,1,2,614.0455,-85.5967,2.2064,3,0.0732,1.0000,6,8,8,0,0,8,8,0.0000
4,4.0000,1,4,531.3714,-82.4002,-1.2459,10,0.2439,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,1,6,656.5302,-85.2903,0.9165,4,0.0976,1.0000,4,8,8,0,0,8,8,0.0000
4,4.0000,1,9,626.2215,-85.6129,0.4460,6,0.1463,1.0000,6,8,8,0,0,8,8,0.0000
4,4.0000,1,12,586.7321,-83.5136,-0.1838,10,0.2439,1.0000,6,8,8,0,0,8,8,0.0000
4,4.0000,1,16,721.4033,-85.3486,0.2639,5,0.1220,0.8000,5,6,6,0,0,6,6,0.0000
4,4.0000,1,19,449.4793,-84.3506,0.1779,6,0.1463,1.0000,8,7,6,0,0,7,6,0.1429
4,4.0000,1,20,842.8767,-88.4100,-0.4294,3,0.0732,1.0000,2,8,8,0,0,8,8,0.0000
4,4.0000,1,26,659.5461,-84.7605,-0.2761,8,0.1951,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,1,30,933.7015,-87.0797,0.5920,4,0.0976,1.0000,6,6,6,0,0,6,6,0.0000
4,4.0000,1,31,389.2505,-82.8112,0.5472,14,0.3415,0.6250,8,8,7,0,0,8,7,0.1250
4,4.0000,1,39,553.1073,-82.5674,0.1961,7,0.1707,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,1,41,575.9400,-84.4769,-0.4123,10,0.2439,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,1,43,606.9035,-85.7525,0.5546,6,0.1463,1.0000,8,7,6,0,0,7,6,0.1429
4,4.0000,1,50,844.8599,-89.1018,0.0756,4,0.0976,,0,8,8,0,0,8,8,0.0000
4,4.0000,1,52,575.7968,-83.4667,-0.3728,7,0.1707,1.0000,6,6,6,0,0,6,6,0.0000
4,4.0000,1,56,655.8688,-87.3665,0.6218,5,0.1220,1.0000,6,8,8,0,0,8,8,0.0000
4,4.0000,1,57,539.1988,-84.9228,0.3649,5,0.1220,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,1,60,650.5232,-85.4664,0.1127,10,0.2439,1.0000,4,8,8,0,0,8,8,0.0000
4,4.0000,1,62,381.0937,-80.8884,-0.0400,8,0.1951,1.0000,6,7,6,0,0,7,6,0.1429
4,4.0000,1,66,892.5182,-87.7484,-0.1764,3,0.0732,1.0000,4,4,4,0,0,4,4,0.0000
4,4.0000,1,69,404.1911,-81.4994,0.1694,17,0.4146,0.8889,9,7,4,0,0,7,4,0.4286
4,4.0000,1,72,539.0747,-82.3328,-0.8686,12,0.2927,1.0000,6,7,6,0,0,7,6,0.1429
4,4.0000,1,76,638.0612,-85.2934,-0.1200,7,0.1707,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,1,83,735.9628,-85.6457,-1.2084,6,0.1463,1.0000,8,6,6,0,0,6,6,0.0000
4,4.0000,1,85,442.8256,-81.4974,-0.3868,12,0.2927,0.8750,8,7,6,0,0,7,6,0.1429
4,4.0000,2,0,489.6910,-83.8811,0.2053,8,0.2000,0.8333,6,8,7,0,0,8,7,0.1250
4,4.0000,2,1,614.0455,-86.0766,0.9703,3,0.0750,1.0000,6,8,8,0,0,8,8,0.0000
4,4.0000,2,5,594.8985,-83.7583,-0.1557,11,0.2750,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,2,7,603.3107,-86.8885,0.9911,5,0.1250,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,2,19,307.3118,-80.2099,0.5997,15,0.3750,1.0000,6,7,6,0,0,7,6,0.1429
4,4.0000,2,32,947.5027,-88.7319,-0.0085,3,0.0750,1.0000,4,4,4,0,0,4,4,0.0000
4,4.0000,2,33,693.0668,-86.5795,0.9867,5,0.1250,1.0000,8,4,4,0,0,4,4,0.0000
4,4.0000,2,34,750.7438,-86.8564,-0.5810,4,0.1000,1.0000,4,8,8,0,0,8,8,0.0000
4,4.0000,2,36,465.1179,-82.9149,0.2287,9,0.2250,0.8750,8,7,5,0,0,7,5,0.2857
4,4.0000,2,37,354.8823,-79.9581,0.1053,12,0.3000,0.7143,7,8,8,0,0,8,8,0.0000
4,4.0000,2,38,367.0340,-81.2553,0.5788,10,0.2500,0.8000,5,8,8,0,0,8,8,0.0000
4,4.0000,2,40,796.3016,-86.9658,-0.2713,5,0.1250,1.0000,2,6,6,0,0,6,6,0.0000
4,4.0000,2,43,1023.5908,-88.7721,0.3411,3,0.0750,,0,4,4,0,0,4,4,0.0000
4,4.0000,2,44,649.8531,-86.7403,-0.2201,3,0.0750,1.0000,2,8,8,0,0,8,8,0.0000
4,4.0000,2,49,452.5300,-81.9973,-0.3773,12,0.3000,0.6667,6,8,7,0,0,8,7,0.1250
4,4.0000,2,52,545.9240,-84.0835,-0.2156,5,0.1250,0.8000,5,8,8,0,0,8,8,0.0000
4,4.0000,2,57,271.3229,-78.6223,0.2563,22,0.5500,0.7500,8,4,0,0,0,4,0,1.0000
4,4.0000,2,59,730.2909,-87.6781,0.4562,3,0.0750,,0,4,4,0,0,4,4,0.0000
4,4.0000,2,62,301.4458,-79.2073,0.2115,18,0.4500,0.8571,7,7,4,0,0,7,4,0.4286
4,4.0000,2,64,644.2309,-84.6592,1.4131,3,0.0750,1.0000,6,8,8,0,0,8,8,0.0000
4,4.0000,2,67,613.6191,-85.8565,-0.9134,3,0.0750,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,2,70,553.7722,-84.9408,0.0548,7,0.1750,0.6667,6,6,6,0,0,6,6,0.0000
4,4.0000,2,79,697.2721,-85.9454,0.0702,5,0.1250,1.0000,4,6,6,0,0,6,6,0.0000
4,4.0000,2,84,876.8855,-87.3201,0.6082,3,0.0750,1.0000,6,6,6,0,0,6,6,0.0000
4,4.0000,2,85,538.6133,-83.3912,0.5876,5,0.1250,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,2,86,682.3509,-86.3875,-1.0516,3,0.0750,1.0000,6,4,4,0,0,4,4,0.0000
4,4.0000,3,11,328.8927,-80.7636,0.0875,35,0.8750,0.2000,5,5,1,0,0,5,1,0.8000
4,4.0000,3,15,194.5018,-77.5981,1.0773,36,0.9000,0.0000,3,4,0,0,0,4,0,1.0000
4,4.0000,3,23,378.8178,-82.0487,-0.0754,26,0.6500,0.6667,6,6,3,0,0,6,3,0.5000
4,4.0000,3,24,781.9541,-88.4114,-0.7141,3,0.0750,1.0000,8,6,6,0,0,6,6,0.0000
4,4.0000,3,51,671.7858,-86.8496,0.2340,4,0.1000,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,3,55,205.5091,-76.6763,0.2955,35,0.8750,0.0000,3,5,0,0,0,5,0,1.0000
4,4.0000,3,67,979.7970,-87.7929,0.5062,3,0.0750,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,3,74,719.4816,-86.5107,0.9725,4,0.1000,1.0000,8,8,7,0,0,8,7,0.1250
4,4.0000,4,1,531.3714,-83.1026,-1.3429,12,0.3000,0.8750,8,6,6,0,0,6,6,0.0000
4,4.0000,4,5,508.8775,-84.8989,-0.3803,8,0.2000,0.8750,8,8,8,0,0,8,8,0.0000
4,4.0000,4,6,153.7463,-76.5706,1.4443,29,0.7250,0.5714,7,4,0,0,0,4,0,1.0000
4,4.0000,4,7,741.1949,-86.8331,-0.5727,3,0.0750,1.0000,8,6,6,0,0,6,6,0.0000
4,4.0000,4,8,954.7974,-87.9418,-0.9875,3,0.0750,1.0000,6,6,6,0,0,6,6,0.0000
4,4.0000,4,10,556.2820,-84.4709,-0.1675,13,0.3250,1.0000,8,6,5,0,0,6,5,0.1667
4,4.0000,4,12,472.0821,-84.1358,0.0413,13,0.3250,0.8571,7,6,4,0,0,6,4,0.3333
4,4.0000,4,13,645.0459,-87.0397,0.5227,9,0.2250,1.0000,4,5,4,0,0,5,4,0.2000
4,4.0000,4,18,478.9675,-83.4632,-0.9313,19,0.4750,0.8571,7,8,8,0,0,8,8,0.0000
4,4.0000,4,19,807.0192,-86.9430,-1.2021,3,0.0750,1.0000,6,6,6,0,0,6,6,0.0000
4,4.0000,4,22,539.9116,-85.0933,0.2552,15,0.3750,0.8571,7,8,8,0,0,8,8,0.0000
4,4.0000,4,27,491.7580,-84.4526,0.0739,17,0.4250,1.0000,4,8,8,0,0,8,8,0.0000
4,4.0000,4,31,746.8030,-87.8978,0.7604,3,0.0750,1.0000,2,8,8,0,0,8,8,0.0000
4,4.0000,4,34,689.9169,-85.9964,-2.1989,3,0.0750,1.0000,8,7,6,0,0,7,6,0.1429
4,4.0000,4,36,626.9328,-84.9733,1.7034,4,0.1000,1.0000,6,8,8,0,0,8,8,0.0000
4,4.0000,4,41,330.9866,-79.0392,-0.3298,25,0.6250,0.0000,4,6,4,0,0,6,4,0.3333
4,4.0000,4,53,617.0732,-85.9838,-0.3655,10,0.2500,0.8571,7,3,0,0,0,3,0,1.0000
4,4.0000,4,54,508.3946,-84.6986,1.0371,15,0.3750,0.8571,7,6,3,0,0,6,3,0.5000
4,4.0000,4,61,640.5172,-85.9174,0.4107,11,0.2750,1.0000,8,7,4,0,0,7,4,0.4286
4,4.0000,4,62,635.5518,-84.4609,1.5322,6,0.1500,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,4,65,617.8328,-85.9810,0.1316,10,0.2500,0.8750,8,4,4,0,0,4,4,0.0000
4,4.0000,4,66,700.8709,-85.7892,0.9112,9,0.2250,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,4,69,498.2915,-82.9657,0.4151,11,0.2750,0.8571,7,7,4,0,0,7,4,0.4286
4,4.0000,4,72,270.3619,-78.0740,0.3391,29,0.7250,0.0000,4,5,3,0,0,5,3,0.4000
4,4.0000,4,76,802.9081,-88.8773,0.8125,4,0.1000,,0,4,4,0,0,4,4,0.0000
4,4.0000,4,81,690.2474,-87.4451,0.6257,8,0.2000,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,4,83,505.5557,-84.2038,-0.1571,12,0.3000,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,4,84,436.9553,-82.3148,-0.2297,21,0.5250,0.7143,7,8,8,0,0,8,8,0.0000
4,4.0000,4,85,570.6420,-83.9704,-0.9651,12,0.3000,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,5,0,580.1706,-81.0508,-2.2651,8,0.2000,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,5,1,676.7053,-83.7051,-0.2018,5,0.1250,1.0000,4,4,4,0,0,4,4,0.0000
4,4.0000,5,2,594.8985,-84.4361,-0.0349,5,0.1250,0.8750,8,8,8,0,0,8,8,0.0000
4,4.0000,5,4,508.8775,-83.6903,0.0678,11,0.2750,1.0000,6,8,8,0,0,8,8,0.0000
4,4.0000,5,6,450.9327,-83.8693,0.4440,12,0.3000,1.0000,6,7,6,0,0,7,6,0.1429
4,4.0000,5,7,256.7267,-77.2348,-0.1140,30,0.7500,0.6667,6,8,8,0,0,8,8,0.0000
4,4.0000,5,10,539.9250,-83.7584,0.0783,10,0.2500,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,5,12,619.8346,-85.2056,-0.5550,6,0.1500,1.0000,4,6,5,0,0,6,5,0.1667
4,4.0000,5,18,367.1121,-81.1611,0.8445,18,0.4500,0.8333,6,6,3,0,0,6,3,0.5000
4,4.0000,5,19,633.3690,-86.8820,-0.3966,5,0.1250,1.0000,6,6,6,0,0,6,6,0.0000
4,4.0000,5,22,676.4961,-87.2008,0.5153,5,0.1250,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,5,27,577.1968,-85.9955,0.0429,9,0.2250,,0,8,8,0,0,8,8,0.0000
4,4.0000,5,34,378.0173,-80.3109,-0.5125,18,0.4500,0.6667,6,7,5,0,0,7,5,0.2857
4,4.0000,5,36,171.3533,-72.4980,-1.3296,39,0.9750,0.2000,5,5,1,0,0,5,1,0.8000
4,4.0000,5,37,670.5117,-85.0728,0.4280,6,0.1500,1.0000,8,4,4,0,0,4,4,0.0000
4,4.0000,5,38,543.5234,-84.4843,0.4870,6,0.1500,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,5,41,732.8430,-87.2451,-0.2648,4,0.1000,1.0000,6,2,2,0,0,2,2,0.0000
4,4.0000,5,49,588.7050,-85.1119,-0.9759,5,0.1250,1.0000,8,6,6,0,0,6,6,0.0000
4,4.0000,5,57,419.8075,-82.1497,0.4631,10,0.2500,1.0000,8,8,7,0,0,8,7,0.1250
4,4.0000,5,62,464.8085,-82.6419,0.7925,12,0.3000,1.0000,8,8,8,0,0,8,8,0.0000
4,4.0000,5,64,697.7906,-86.6136,-0.9940,4,0.1000,0.8000,5,6,6,0,0,6,6,0.0000
4,4.0000,5,70,469.2669,-80.5894,-0.0061,14,0.3500,1.0000,8,4,3,0,0,4,3,0.2500
4,4.0000,5,72,643.9245,-87.2207,0.3198,4,0.1000,0.8333,6,4,4,0,0,4,4,0.0000
4,4.0000,5,77,830.1747,-86.8340,-0.8748,3,0.0750,1.0000,4,4,4,0,0,4,4,0.0000
4,4.0000,5,80,739.3210,-86.0089,0.2595,7,0.1750,1.0000,4,4,4,0,0,4,4,0.0000
4,4.0000,5,81,831.9366,-86.8180,-0.5813,4,0.1000,,0,4,4,0,0,4,4,0.0000
4,4.0000,5,83,784.4045,-86.9706,-0.9093,4,0.1000,1.0000,4,6,6,0,0,6,6,0.0000
